"Protocollo","DataOraIncidente","xutm","yutm","NaturaIncidenteNew","InBufTime","InBufSpace","InBuf"
4310944,2019-04-04 13:30:00,792.341090490506,4649.0548759802,"C",0,1,1
4309741,2019-04-04 14:00:00,788.777169370404,4641.21023791965,"D",0,1,1
4309961,2019-04-04 14:30:00,789.185520371822,4648.94641316229,"D",0,0,0
4311124,2019-04-04 14:30:00,786.615527904194,4644.47376039983,"C",0,1,1
4309825,2019-04-04 14:50:00,786.92817163765,4645.2064438572,"B",0,0,0
4310857,2019-04-04 15:15:00,787.769704560152,4649.04459788723,"C",0,1,1
4310902,2019-04-04 15:30:00,787.778360001407,4645.14071367755,"B",0,0,0
4311032,2019-04-04 15:40:00,788.663654409747,4647.27891878947,"C",0,0,0
4309968,2019-04-04 15:45:00,790.533446647391,4640.61549511686,"D",0,1,1
4311292,2019-04-04 16:50:00,786.307717787177,4644.31383227567,"D",0,1,1
4310085,2019-04-04 17:00:00,789.514517085918,4647.80298536686,"B",0,0,0
4312101,2019-04-04 17:10:00,787.370107415597,4644.45565271354,"D",0,0,0
4311506,2019-04-04 17:15:00,791.766733590529,4643.98351696439,"D",0,0,0
4316195,2019-04-04 17:50:00,787.158243429452,4642.53878316147,"B",0,1,1
4310087,2019-04-04 17:50:00,785.526850795819,4648.85391458997,"C",0,1,1
4310724,2019-04-04 18:10:00,789.677504701109,4640.94650531249,"D",0,1,1
4310878,2019-04-04 18:30:00,792.58270674143,4649.34148308393,"C",0,1,1
4311039,2019-04-04 18:45:00,791.495646288803,4647.09425453824,"D",0,0,0
4311177,2019-04-04 19:35:00,788.512430032294,4644.07442836189,"A",0,0,0
4315989,2019-04-04 19:45:00,787.422409297591,4643.2576345943,"D",0,0,0
4310739,2019-04-04 19:50:00,787.867311771447,4649.50460871565,"A",0,1,1
4310990,2019-04-04 20:30:00,786.401209895555,4647.76571564464,"B",0,0,0
4312128,2019-04-04 22:25:00,790.774775965338,4643.19174965336,"D",0,0,0
4310977,2019-04-04 22:45:00,787.822736491593,4645.27598849259,"D",0,0,0
4310710,2019-04-04 23:15:00,793.101930130265,4645.61413702869,"D",0,1,1
4310948,2019-04-05 00:28:00,791.479729757271,4648.6386083583,"D",0,0,0
4311098,2019-04-05 05:50:00,786.401209895555,4647.76571564464,"B",0,0,0
4310904,2019-04-05 06:55:00,787.862817557601,4647.15742748552,"C",0,0,0
4316167,2019-04-05 07:00:00,790.771607336966,4644.36052457371,"D",0,0,0
4315449,2019-04-05 07:00:00,792.601435678461,4647.07298155489,"D",0,1,1
4312909,2019-04-05 07:20:00,787.857272984313,4648.6513052891,"D",0,1,1
4311912,2019-04-05 08:00:00,787.80674206214,4645.87599057204,"B",0,0,0
4311867,2019-04-05 08:50:00,788.176027816982,4645.57950950795,"B",0,0,0
4312926,2019-04-05 09:15:00,792.120407735678,4649.81455954696,"C",0,1,1
4317706,2019-04-05 10:55:00,789.758523393153,4645.50719224584,"D",0,0,0
4313277,2019-04-05 11:30:00,792.061864784208,4648.274391255,"B",0,0,0
4315452,2019-04-05 11:30:00,793.2756198466,4645.65389673287,"D",0,1,1
4311917,2019-04-05 11:40:00,787.660947792847,4644.34621959095,"A",0,0,0
4311708,2019-04-05 11:50:00,787.422546547776,4645.10406797654,"D",0,0,0
4312964,2019-04-05 12:30:00,790.094858782365,4642.35122637888,"C",0,0,0
4315532,2019-04-05 12:50:00,791.356897441248,4643.57739400435,"D",0,0,0
4316100,2019-04-05 13:00:00,788.937054870461,4642.04318338788,"B",0,0,0
4312795,2019-04-05 13:30:00,787.423782833669,4648.56340858747,"D",0,1,1
4315603,2019-04-05 13:55:00,790.718665143429,4645.98342081272,"C",0,0,0
4316230,2019-04-05 14:00:00,786.950080768064,4642.60454969515,"B",0,1,1
4313278,2019-04-05 14:20:00,790.165503509264,4649.09719722115,"C",0,0,0
4316237,2019-04-05 14:40:00,787.757709912263,4641.4572461557,"B",0,1,1
4311991,2019-04-05 15:00:00,791.084463819111,4642.52784095327,"D",0,1,1
4315554,2019-04-05 16:40:00,789.182561184719,4642.89519092241,"A",0,0,0
4317886,2019-04-05 16:45:00,790.589882259208,4644.86579864944,"B",0,0,0
4316019,2019-04-05 16:50:00,790.630454605651,4644.88970466626,"C",0,0,0
4313387,2019-04-05 17:00:00,786.486084391487,4645.86710848366,"D",0,0,0
4315571,2019-04-05 17:20:00,788.144820948519,4642.86419238372,"D",0,0,0
4317794,2019-04-05 17:30:00,790.162381676926,4645.15978982533,"D",0,0,0
4315881,2019-04-05 17:46:00,788.798026423888,4644.38120255285,"A",0,0,0
4315618,2019-04-05 18:00:00,790.434591328931,4644.19204147248,"A",0,0,0
4316318,2019-04-05 18:20:00,791.223484327636,4646.43791744469,"D",0,0,0
4314303,2019-04-05 18:30:00,791.366059774408,4642.35027008852,"D",0,1,1
4319509,2019-04-05 18:45:00,788.229737655413,4644.86980332472,"B",0,0,0
4312690,2019-04-05 19:05:00,788.26896538333,4644.92701026766,"B",0,0,0
4317744,2019-04-05 19:06:00,788.265642592154,4644.92657516759,"B",0,0,0
4312817,2019-04-05 19:25:00,784.803563457813,4649.08068161529,"A",0,1,1
4313200,2019-04-05 20:30:00,792.777840507312,4648.63759821468,"B",0,1,1
4312655,2019-04-05 23:15:00,790.074965798516,4644.04387672182,"D",0,0,0
4313507,2019-04-06 01:00:00,787.734094460106,4643.76265897325,"C",0,0,0
4313282,2019-04-06 01:15:00,788.672566816197,4647.46837732301,"B",0,0,0
4315758,2019-04-06 02:20:00,793.341579466485,4645.64627416905,"D",0,1,1
4315775,2019-04-06 02:30:00,790.328219745163,4644.38907577563,"D",0,0,0
4312812,2019-04-06 02:30:00,787.747082323545,4648.98806466043,"C",0,1,1
4315716,2019-04-06 02:55:00,787.106299117231,4641.33162437461,"D",0,1,1
4312867,2019-04-06 03:45:00,792.584588324715,4649.4972954795,"B",0,1,1
4312696,2019-04-06 04:20:00,787.403397502799,4644.54607215062,"D",0,0,0
4316327,2019-04-06 04:25:00,793.320021757774,4648.58211183423,"B",0,1,1
4315974,2019-04-06 07:50:00,787.865198870609,4642.17436043277,"D",0,1,1
4315863,2019-04-06 10:00:00,793.401897448387,4645.39291383835,"D",0,1,1
4315788,2019-04-06 11:00:00,788.051779943766,4648.23291910407,"B",0,0,0
4316334,2019-04-06 11:10:00,792.113937331361,4647.00841953991,"B",0,0,0
4316188,2019-04-06 11:20:00,788.211357663658,4645.78309556773,"C",0,0,0
4315875,2019-04-06 12:30:00,793.067567773258,4644.63381781262,"D",0,1,1
4315573,2019-04-06 13:30:00,791.810720513902,4646.90696537158,"D",0,0,0
4313407,2019-04-06 13:45:00,787.752049255596,4647.4310181271,"B",0,0,0
4317649,2019-04-06 13:50:00,790.878997487852,4645.11122024182,"C",0,0,0
4313551,2019-04-06 14:00:00,785.84063167884,4645.59640867683,"D",0,0,0
4316026,2019-04-06 15:30:00,789.031285446084,4647.83891606563,"B",0,0,0
4317567,2019-04-06 16:20:00,790.724362317421,4643.20276964275,"D",0,0,0
4314370,2019-04-06 16:35:00,787.391407832701,4649.36296578511,"B",0,1,1
4313633,2019-04-06 17:00:00,787.319384349164,4645.6004346689,"D",0,0,0
4315909,2019-04-06 17:45:00,788.035801216681,4646.07239834668,"D",0,0,0
4314398,2019-04-06 18:00:00,791.088769677581,4642.01633456074,"D",0,1,1
4315397,2019-04-06 18:30:00,786.098117289524,4645.4414517434,"B",0,0,0
4313692,2019-04-06 19:15:00,787.879097080883,4640.81379386984,"D",0,1,1
4315631,2019-04-06 20:10:00,788.14200177925,4643.41170354602,"D",0,0,0
4315350,2019-04-06 20:20:00,789.135612461695,4641.39164269298,"D",0,1,1
4316369,2019-04-06 20:40:00,792.541617503204,4644.48979006247,"D",0,0,0
4318156,2019-04-06 22:40:00,790.414426657267,4643.66841422083,"D",0,0,0
4315865,2019-04-06 22:50:00,787.69405680906,4647.0171112884,"C",0,0,0
4316199,2019-04-07 00:10:00,791.357203757754,4648.64589247714,"D",0,0,0
4315836,2019-04-07 00:25:00,788.260206392416,4642.06800245088,"B",0,0,0
4316378,2019-04-07 02:44:00,791.697274970963,4647.01970534887,"D",0,0,0
4314520,2019-04-07 05:00:00,789.572475935489,4645.76976210521,"B",0,0,0
4314642,2019-04-07 05:35:00,788.375843236331,4642.58949316493,"D",0,0,0
4316035,2019-04-07 08:40:00,791.423537671793,4648.64861531249,"D",0,0,0
4314576,2019-04-07 09:00:00,790.780781596291,4642.02598557346,"D",0,1,1
4315347,2019-04-07 09:30:00,789.627700906744,4640.94447810508,"D",0,1,1
4316391,2019-04-07 09:40:00,791.665094079512,4644.78748080265,"D",0,0,0
4315594,2019-04-07 12:25:00,791.278059913001,4645.91734329703,"D",0,0,0
4315300,2019-04-07 12:30:00,791.069698548404,4641.90276166636,"D",0,1,1
4315962,2019-04-07 13:30:00,788.057304391774,4645.73197737,"D",0,0,0
4315303,2019-04-07 14:40:00,791.645095303486,4642.58808234082,"D",0,1,1
4315412,2019-04-07 15:30:00,786.608016150677,4645.31587721283,"C",0,0,0
4315331,2019-04-07 16:05:00,790.815014807265,4642.20536085515,"A",0,1,1
4316059,2019-04-07 17:40:00,788.025373527231,4641.91389002955,"C",0,0,0
4315770,2019-04-07 17:55:00,787.956143722352,4647.92871247838,"D",0,0,0
4315552,2019-04-07 18:20:00,788.190177868601,4645.4354818109,"C",0,0,0
4318074,2019-04-07 20:15:00,788.920040029178,4643.1174304962,"C",0,0,0
4316531,2019-04-07 20:30:00,788.110757288687,4645.75483375489,"D",0,0,0
4315719,2019-04-07 20:50:00,787.709993299295,4644.98222185297,"D",0,0,0
4315773,2019-04-07 21:45:00,791.704307386243,4648.08171125881,"D",0,0,0
4315649,2019-04-07 22:00:00,787.476223160751,4646.65235083666,"D",0,0,0
4316537,2019-04-08 01:50:00,792.371688450278,4646.19586231867,"B",0,0,0
4317663,2019-04-08 08:00:00,791.898759891518,4648.20094074153,"C",0,0,0
4317934,2019-04-08 08:35:00,788.840651897639,4645.1726868936,"B",0,0,0
4316541,2019-04-08 08:45:00,791.078281872901,4646.33185364389,"C",0,0,0
4317665,2019-04-08 09:30:00,789.575423341584,4647.93895033754,"B",0,0,0
4317672,2019-04-08 09:40:00,789.216729529956,4646.95659598626,"C",0,0,0
4318194,2019-04-08 10:40:00,792.109754013222,4646.90813337494,"A",0,0,0
4318103,2019-04-08 10:45:00,788.500366868895,4642.50041886503,"D",0,0,0
4317676,2019-04-08 11:00:00,787.27796637409,4647.85674889435,"A",0,0,0
4317428,2019-04-08 11:10:00,785.980446323128,4645.01252173986,"D",0,0,0
4317752,2019-04-08 11:10:00,792.395990840695,4648.61627590614,"B",0,1,1
4316516,2019-04-08 11:40:00,790.625820353116,4648.86063190961,"D",0,0,0
4317380,2019-04-08 11:41:00,788.727242688211,4648.98337403234,"D",0,1,1
4317680,2019-04-08 11:45:00,788.605818232291,4646.4534448278,"C",0,0,0
4316785,2019-04-08 12:20:00,784.424127213249,4648.43595918848,"B",0,1,1
4316460,2019-04-08 13:13:00,788.662864737048,4646.88957112217,"B",0,0,0
4317429,2019-04-08 13:30:00,789.002210651514,4649.57298113426,"B",0,1,1
4317553,2019-04-08 13:40:00,787.58890885528,4645.09967517695,"C",0,0,0
4318072,2019-04-08 14:25:00,789.825603660606,4643.72409786563,"C",0,0,0
4317570,2019-04-08 14:55:00,790.864021442182,4649.19719051882,"C",0,1,1
4317682,2019-04-08 15:30:00,787.048046938943,4647.3802807495,"D",0,0,0
4317454,2019-04-08 16:30:00,793.468529326473,4646.79728492471,"D",0,1,1
4316957,2019-04-08 17:05:00,787.723484681108,4641.15642991288,"D",0,1,1
4317614,2019-04-08 17:10:00,786.771693573478,4647.02430167174,"C",0,0,0
4317689,2019-04-08 17:25:00,791.500232974972,4647.88531672185,"A",0,0,0
4317516,2019-04-08 17:40:00,787.272970314839,4645.72091182845,"D",0,0,0
4317488,2019-04-08 17:40:00,785.745551057904,4646.9273289987,"D",0,1,1
4318202,2019-04-08 17:50:00,791.620155153678,4645.27507854594,"D",0,0,0
4317644,2019-04-08 19:15:00,786.127254444322,4646.73135993331,"B",0,0,0
4317344,2019-04-08 20:10:00,791.855250839566,4642.38144908227,"D",0,1,1
4360836,2019-04-08 20:14:00,788.265606349206,4641.93474374177,"B",0,0,0
4318015,2019-04-08 20:45:00,789.386356054716,4645.23938101005,"B",0,0,0
4317976,2019-04-08 23:10:00,791.617010152357,4643.52853483108,"D",0,0,0
4317461,2019-04-08 23:25:00,787.725098077749,4649.12065204991,"C",0,1,1
4317452,2019-04-09 00:30:00,787.798089839239,4642.80566009306,"D",0,0,0
4318211,2019-04-09 06:50:00,791.217427032897,4645.08410074725,"B",0,0,0
4317996,2019-04-09 07:50:00,792.081190320118,4648.20844337763,"A",0,0,0
4318618,2019-04-09 08:05:00,789.238614289962,4642.12996428681,"D",0,0,0
4318369,2019-04-09 08:15:00,787.584581352763,4645.82250232223,"D",0,0,0
4317823,2019-04-09 08:50:00,787.694324403408,4641.05514361593,"A",0,1,1
4319637,2019-04-09 09:00:00,790.629039509642,4641.26338964028,"C",0,1,1
4318294,2019-04-09 09:20:00,789.882333298373,4643.46872606708,"D",0,0,0
4317821,2019-04-09 09:39:00,785.182401623736,4643.77919629484,"C",0,1,1
4318003,2019-04-09 10:05:00,790.890637519869,4647.87035075588,"C",0,0,0
4318356,2019-04-09 11:00:00,786.50625615517,4645.77893813397,"D",0,0,0
4318776,2019-04-09 11:10:00,788.784237440104,4643.90234256252,"C",0,0,0
4318363,2019-04-09 11:24:00,787.740589592484,4646.56440370728,"D",0,0,0
4322011,2019-04-09 11:30:00,791.59592000357,4648.90041677376,"B",0,0,0
4318914,2019-04-09 11:50:00,785.180528329756,4647.13819884333,"D",0,1,1
4318520,2019-04-09 12:05:00,786.565877907938,4645.53663715812,"D",0,0,0
4318349,2019-04-09 12:25:00,792.628805780324,4643.38099941973,"C",0,1,1
4318923,2019-04-09 12:30:00,784.562015591095,4648.27015449474,"D",0,1,1
4318808,2019-04-09 12:50:00,788.50378660427,4643.61015098437,"B",0,0,0
4318742,2019-04-09 13:10:00,786.967631442412,4645.05231494863,"B",0,0,0
4318845,2019-04-09 14:10:00,788.949150545556,4649.44846315857,"C",0,1,1
4320668,2019-04-09 14:25:00,791.176034428384,4643.14999233166,"D",0,0,0
4319258,2019-04-09 15:15:00,791.410157333589,4641.79185989934,"D",0,1,1
4319750,2019-04-09 15:18:00,787.159317203903,4645.44936433926,"A",0,0,0
4318941,2019-04-09 15:20:00,791.893811128845,4648.52332726411,"C",0,0,0
4319902,2019-04-09 15:20:00,787.780140725305,4646.94273655345,"C",0,0,0
4319838,2019-04-09 15:20:00,786.735453918183,4642.77386050817,"D",0,1,1
4320137,2019-04-09 15:45:00,792.503465297934,4647.63626278856,"D",0,0,0
4319585,2019-04-09 16:20:00,787.030065599901,4648.23603173442,"D",0,1,1
4319874,2019-04-09 17:30:00,787.00569737693,4642.46219529533,"B",0,1,1
4319743,2019-04-09 17:45:00,790.180834935339,4644.50425883924,"C",0,0,0
4319549,2019-04-09 18:10:00,785.686526722569,4645.089683141,"B",0,0,0
4320075,2019-04-09 18:30:00,789.088001552653,4645.01589477743,"B",0,0,0
4320030,2019-04-09 18:55:00,788.086440123738,4646.35450036849,"B",0,0,0
4319517,2019-04-09 19:05:00,784.904836625198,4649.04025478013,"B",0,1,1
4319781,2019-04-09 19:30:00,788.20752015632,4645.3577999888,"D",0,0,0
4319396,2019-04-09 20:00:00,792.21299490101,4643.3861471186,"B",0,1,1
4319441,2019-04-09 20:00:00,790.284062225909,4640.54853395873,"D",0,1,1
4319880,2019-04-09 21:10:00,790.027003183218,4642.28597579554,"D",0,0,0
4321596,2019-04-09 21:30:00,791.157835240479,4646.01252823232,"B",0,0,0
4319954,2019-04-09 23:20:00,790.180834935339,4644.50425883924,"D",0,0,0
4319683,2019-04-10 01:10:00,793.211407983852,4644.77323671233,"D",0,1,1
4319403,2019-04-10 01:30:00,791.362875549635,4642.4280046939,"B",0,1,1
4320221,2019-04-10 06:20:00,789.531995268734,4642.88716188563,"C",0,0,0
4320627,2019-04-10 06:40:00,790.387728017364,4645.13562372246,"B",0,0,0
4322054,2019-04-10 07:00:00,788.445041118486,4642.01987911296,"A",0,0,0
4319991,2019-04-10 07:05:00,791.575567310881,4642.71481067657,"D",0,1,1
4319995,2019-04-10 08:30:00,791.669172211706,4643.67528178173,"C",0,1,1
4321906,2019-04-10 08:40:00,791.96928036705,4648.30395461675,"D",0,0,0
4320121,2019-04-10 08:53:00,787.694970753344,4643.60216018958,"B",0,0,0
4322082,2019-04-10 08:55:00,788.657963719218,4642.91837146155,"D",0,0,0
4321911,2019-04-10 09:00:00,789.595970635833,4647.02766595689,"D",0,0,0
4321917,2019-04-10 09:05:00,790.667533304604,4646.01469944441,"B",0,0,0
4321558,2019-04-10 09:30:00,791.816434571023,4644.13739510501,"D",0,0,0
4321751,2019-04-10 09:30:00,785.162782806508,4646.95952137082,"B",0,1,1
4321923,2019-04-10 09:37:00,789.51354587438,4642.93077062228,"D",0,0,0
4321634,2019-04-10 09:40:00,792.785943558527,4648.54182168964,"D",0,1,1
4322221,2019-04-10 09:45:00,790.701410363399,4643.35756037175,"C",0,0,0
4321651,2019-04-10 10:00:00,791.860556324692,4644.88449413448,"D",0,0,0
4321919,2019-04-10 10:00:00,789.65721594559,4648.98789323808,"C",0,0,0
4320784,2019-04-10 10:30:00,786.701758924375,4646.69891069362,"C",0,0,0
4321378,2019-04-10 10:30:00,791.326595496971,4642.22184495296,"B",0,1,1
4321551,2019-04-10 10:50:00,788.833996675055,4650.03331525125,"B",0,1,1
4321664,2019-04-10 11:10:00,792.041637219818,4649.77527611121,"D",0,1,1
4322147,2019-04-10 11:20:00,786.972115492762,4644.9412658665,"B",0,0,0
4321713,2019-04-10 11:20:00,785.292872741031,4648.92190177651,"B",0,1,1
4321569,2019-04-10 11:25:00,786.002061332557,4645.71413343096,"D",0,0,0
4321453,2019-04-10 11:42:00,788.010405269861,4643.51501159298,"C",0,0,0
4321971,2019-04-10 12:00:00,788.039404646325,4643.49260527155,"C",0,0,0
4322601,2019-04-10 12:00:00,790.795614589263,4643.21246837999,"C",0,0,0
4321612,2019-04-10 12:05:00,792.932220430699,4648.92206569116,"D",0,1,1
4321775,2019-04-10 12:20:00,785.488016008845,4648.37406829964,"C",0,1,1
4320385,2019-04-10 12:30:00,790.630160834036,4646.72507873969,"D",0,0,0
4320523,2019-04-10 12:30:00,788.170547574703,4646.12432423296,"B",0,0,0
4321443,2019-04-10 13:00:00,791.745024489053,4643.24457120729,"C",0,1,1
4321635,2019-04-10 13:45:00,791.367588576103,4644.34145709805,"D",0,0,0
4321383,2019-04-10 15:00:00,787.456228597547,4644.27119961054,"C",0,0,0
4321921,2019-04-10 15:40:00,788.727242688211,4648.98337403234,"D",0,1,1
4322178,2019-04-10 16:30:00,789.518076116688,4642.20807283583,"B",0,0,0
4322208,2019-04-10 19:00:00,787.270252027932,4646.19909432385,"D",0,0,0
4321382,2019-04-10 19:05:00,792.119390839217,4643.43843112143,"C",0,1,1
4321947,2019-04-10 20:00:00,787.20164727659,4646.13903668474,"B",0,0,0
4322084,2019-04-10 21:10:00,786.616250379019,4645.28826841742,"C",0,0,0
4322531,2019-04-11 06:55:00,791.338892019142,4646.58970447653,"C",0,0,0
4321810,2019-04-11 07:00:00,791.655863685636,4643.79709600192,"C",0,1,1
4322616,2019-04-11 07:10:00,790.609684663974,4645.00440659234,"D",0,0,0
4322697,2019-04-11 07:50:00,786.06255994858,4645.44961927794,"A",0,0,0
4321968,2019-04-11 08:00:00,786.671818672745,4647.16440737771,"D",0,0,0
4328428,2019-04-11 08:10:00,793.067567773258,4644.63381781262,"A",0,1,1
4323768,2019-04-11 08:40:00,791.343801262162,4646.96342776022,"D",0,0,0
4322548,2019-04-11 09:05:00,791.639658657193,4642.27382857004,"C",0,1,1
4330302,2019-04-11 09:30:00,789.900747662188,4646.68414840575,"D",0,0,0
4321927,2019-04-11 10:00:00,786.833084917621,4647.97224024632,"D",0,1,1
4323000,2019-04-11 10:10:00,785.84800219259,4647.06492633351,"D",0,1,1
4323566,2019-04-11 11:00:00,791.823615515553,4645.7839979032,"D",0,0,0
4323728,2019-04-11 11:00:00,786.766246260604,4643.86515084585,"D",0,1,1
4322522,2019-04-11 11:15:00,787.000814158739,4645.05365492404,"D",0,0,0
4323444,2019-04-11 11:15:00,788.829939214521,4640.93430009856,"D",0,1,1
4323545,2019-04-11 11:30:00,793.184140449296,4648.65436667952,"C",0,1,1
4322486,2019-04-11 12:10:00,785.142366203895,4644.15576344751,"D",0,1,1
4323668,2019-04-11 12:25:00,786.25228405483,4646.10238961731,"A",0,0,0
4322688,2019-04-11 12:30:00,790.739470590783,4643.0365347618,"C",0,0,0
4322698,2019-04-11 13:05:00,789.409956445422,4645.46682498778,"C",0,0,0
4323514,2019-04-11 13:40:00,788.050340033742,4648.67779056791,"A",0,1,1
4323772,2019-04-11 14:30:00,789.578621281589,4647.24942723865,"B",0,0,0
4325369,2019-04-11 14:50:00,790.076144995056,4642.33108623036,"D",0,0,0
4323577,2019-04-11 15:15:00,791.934365030812,4644.9264250949,"D",0,0,0
4324100,2019-04-11 15:40:00,789.191029178396,4643.09575433427,"B",0,0,0
4323703,2019-04-11 16:15:00,786.446872351999,4646.22146236071,"A",0,0,0
4323777,2019-04-11 16:30:00,790.655383128179,4647.32678431034,"D",0,0,0
4323713,2019-04-11 16:50:00,791.679863380348,4645.84483749799,"B",0,0,0
4323927,2019-04-11 16:50:00,792.961177429699,4648.62291394955,"A",0,1,1
4324046,2019-04-11 17:00:00,790.898287930304,4643.42122955707,"B",0,0,0
4323782,2019-04-11 17:00:00,787.96866931021,4647.29619824394,"B",0,0,0
4323523,2019-04-11 17:20:00,786.759924013708,4647.42481192439,"C",0,1,1
4323524,2019-04-11 17:30:00,788.652783981988,4649.18056590608,"C",0,1,1
4325767,2019-04-11 17:35:00,790.69992210477,4643.19064698472,"C",0,0,0
4323692,2019-04-11 18:00:00,791.345181342552,4644.68537103801,"D",0,0,0
4324017,2019-04-11 18:10:00,791.123464781109,4643.80133850096,"D",0,0,0
4323705,2019-04-11 18:15:00,787.272776057819,4645.10913530411,"B",0,0,0
4323626,2019-04-11 18:15:00,793.109309354698,4645.63668922165,"C",0,1,1
4323579,2019-04-11 18:50:00,785.16349616618,4647.14863775296,"C",0,1,1
4328413,2019-04-11 19:00:00,788.822112247714,4641.25822327513,"B",0,1,1
4324068,2019-04-11 19:25:00,789.574289247614,4645.11355580946,"D",0,0,0
4323843,2019-04-11 20:00:00,786.953454042788,4645.77373782545,"C",0,0,0
4323748,2019-04-11 20:15:00,792.423187150241,4647.07717585961,"D",0,0,0
4323515,2019-04-11 20:40:00,785.268039922473,4648.88800006909,"D",0,1,1
4323511,2019-04-11 20:45:00,793.268260962697,4643.59644973627,"B",0,1,1
4323540,2019-04-11 22:10:00,785.2363374064,4646.23756819922,"C",0,1,1
4324232,2019-04-11 23:20:00,789.273027948103,4644.14468038364,"B",0,0,0
4323899,2019-04-12 00:40:00,787.102740190551,4646.49303474547,"D",0,0,0
4323866,2019-04-12 01:45:00,786.163494687454,4643.97433839539,"D",0,1,1
4323920,2019-04-12 02:45:00,788.26248281427,4643.44736465775,"B",0,0,0
4323794,2019-04-12 03:15:00,792.197607191697,4646.09761884187,"D",0,0,0
4324302,2019-04-12 05:20:00,790.310639951378,4643.56406462242,"B",0,0,0
4324190,2019-04-12 07:00:00,791.093086061441,4643.75588957269,"D",0,0,0
4328612,2019-04-12 07:10:00,792.660580743599,4644.62817279291,"D",0,0,0
4327875,2019-04-12 07:20:00,793.02831760312,4644.37635069781,"D",0,1,1
4324132,2019-04-12 09:10:00,790.142030926913,4641.78856022379,"D",0,0,0
4326136,2019-04-12 09:15:00,792.227891236129,4649.81136509613,"D",0,1,1
4328617,2019-04-12 09:55:00,790.471513703787,4645.72859438592,"D",0,0,0
4328358,2019-04-12 10:10:00,788.874907379061,4645.35205189628,"C",0,0,0
4324380,2019-04-12 10:45:00,785.8600312932,4644.9075715252,"D",0,0,0
4324474,2019-04-12 11:46:00,786.952753261919,4644.88944057999,"B",0,0,0
4327837,2019-04-12 12:05:00,790.021758568191,4641.27198130404,"B",0,1,1
4328046,2019-04-12 12:30:00,785.305176798588,4648.62065296106,"D",0,1,1
4324368,2019-04-12 12:58:00,790.906163921495,4648.50503472173,"C",0,0,0
4325488,2019-04-12 13:00:00,790.037624509701,4645.34825636007,"D",0,0,0
4325397,2019-04-12 13:30:00,787.711374182131,4641.04470993933,"B",0,1,1
4325516,2019-04-12 14:00:00,790.424867625882,4644.83680678486,"A",0,0,0
4325989,2019-04-12 14:30:00,790.864021442182,4649.19719051882,"C",0,1,1
4326055,2019-04-12 14:50:00,787.747258280275,4648.99396709843,"C",0,1,1
4330724,2019-04-12 15:20:00,790.228241688716,4644.57334668289,"D",0,0,0
4324513,2019-04-12 15:40:00,787.501358517156,4648.28847070094,"C",0,0,0
4325533,2019-04-12 16:00:00,785.87515192254,4645.56442881674,"C",0,0,0
4324771,2019-04-12 16:44:00,790.756302725182,4646.99936528855,"D",0,0,0
4325733,2019-04-12 16:45:00,789.635341467107,4646.6733214688,"D",0,0,0
4328226,2019-04-12 17:30:00,787.753503730899,4642.05861057076,"B",0,1,1
4330306,2019-04-12 18:00:00,791.678354762365,4647.70243754431,"B",0,0,0
4326029,2019-04-12 18:00:00,792.422692639587,4648.98588761305,"D",0,1,1
4325667,2019-04-12 18:10:00,787.249217970945,4645.48636711811,"D",0,0,0
4328006,2019-04-12 18:10:00,788.753450919549,4647.20069050416,"D",0,0,0
4325646,2019-04-12 18:15:00,788.546246167957,4645.2608363191,"C",0,0,0
4325674,2019-04-12 18:25:00,788.867127973648,4642.00423752403,"D",0,0,0
4328637,2019-04-12 18:40:00,791.620610857598,4645.26397356522,"A",0,0,0
4326142,2019-04-12 20:00:00,787.650997864866,4648.69496693233,"B",0,1,1
4328648,2019-04-12 20:15:00,791.694617108987,4643.86542779543,"C",0,0,0
4327404,2019-04-13 00:05:00,785.808067789827,4643.92667193216,"D",0,1,1
4327310,2019-04-13 00:30:00,792.316805161123,4642.47826839577,"A",0,1,1
4325712,2019-04-13 01:00:00,789.127289621817,4644.19503544166,"D",0,0,0
4325737,2019-04-13 01:20:00,787.789791487888,4642.80532428541,"D",0,0,0
4325668,2019-04-13 02:00:00,785.846708583324,4645.27803862485,"D",0,0,0
4328703,2019-04-13 02:00:00,791.626605025752,4645.27726762303,"D",0,0,0
4326259,2019-04-13 03:20:00,790.84078835384,4649.49236152975,"B",0,1,1
4328007,2019-04-13 05:30:00,790.407422294951,4645.67035699985,"B",0,0,0
4325793,2019-04-13 06:20:00,787.021573060132,4645.48334162571,"D",0,0,0
4326890,2019-04-13 08:40:00,791.52201881598,4642.74965718471,"D",0,1,1
4325947,2019-04-13 10:20:00,789.446515749314,4644.37420896768,"D",0,0,0
4325888,2019-04-13 12:25:00,792.686820921154,4643.18315898948,"D",0,1,1
4327844,2019-04-13 12:30:00,787.470074384488,4645.16160579063,"B",0,0,0
4328700,2019-04-13 14:15:00,788.14200177925,4643.41170354602,"D",0,0,0
4328569,2019-04-13 15:20:00,790.6112842596,4643.54531173138,"D",0,0,0
4328272,2019-04-13 15:30:00,793.118062808632,4645.62592640266,"C",0,1,1
4328445,2019-04-13 15:40:00,793.486229968912,4645.36302440172,"D",0,1,1
4328389,2019-04-13 16:30:00,791.892796900951,4649.55779971877,"D",0,1,1
4328012,2019-04-13 17:35:00,792.111618076091,4648.27643813236,"D",0,0,0
4328714,2019-04-13 18:15:00,792.041962568592,4645.69797776197,"D",0,0,0
